Order ID,OrderMonth,Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
IN-2015-CB125357-42327,11,19/11/2015,24/11/2015,Standard Class,CB-125357,Corporate,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,TEC-AC-4185,Technology,Accessories,"Enermax Router, Bluetooth",929.99,4,0.1,227.27,86.34,Medium
ES-2013-CB12535139-41456,7,01/07/2013,06/07/2013,Standard Class,CB-12535139,Corporate,Edinburgh,Scotland,United Kingdom,Northern Europe,Europe,FUR-TA-3441,Furniture,Tables,"Bevis Wood Table, Rectangular",1062.36,2,0,180.6,72.93,Medium
ES-2014-CB1253548-41965,11,22/11/2014,29/11/2014,Standard Class,CB-1253548,Corporate,Kiel,Schleswig-Holstein,Germany,Western Europe,Europe,TEC-MA-6142,Technology,Machines,"StarTech Inkjet, Wireless",1508.85,5,0,45.15,71.73,Low
IN-2015-CB125357-42327,11,19/11/2015,24/11/2015,Standard Class,CB-125357,Corporate,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,FUR-CH-4530,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",1713.96,4,0.1,228.48,69.73,Medium
ES-2014-CB1253548-41965,11,22/11/2014,29/11/2014,Standard Class,CB-1253548,Corporate,Kiel,Schleswig-Holstein,Germany,Western Europe,Europe,OFF-ST-5712,Office Supplies,Storage,"Rogers Trays, Wire Frame",382.73,7,0.1,165.8,50.89,Low
IN-2015-CC125507-42046,2,11/02/2015,11/02/2015,Same Day,CC-125507,Consumer,Whyalla,South Australia,Australia,Oceania,Asia Pacific,TEC-CO-3706,Technology,Copiers,"Canon Personal Copier, Laser",1027.73,8,0.1,182.69,332.2,Critical
UP-2012-CC2550137-41062,6,02/06/2012,04/06/2012,First Class,CC-2550137,Consumer,Kharkiv,Kharkiv,Ukraine,Eastern Europe,Europe,FUR-TA-5059,Furniture,Tables,"Lesro Conference Table, Rectangular",855.15,1,0,384.81,325.04,Critical
IN-2013-CC1255027-41558,10,11/10/2013,14/10/2013,First Class,CC-1255027,Consumer,Xianyang,Shaanxi,China,Eastern Asia,Asia Pacific,FUR-CH-5413,Furniture,Chairs,"Novimex Swivel Stool, Red",657.84,4,0,164.4,72.67,High
US-2012-CC12550101-41089,6,29/06/2012,01/07/2012,First Class,CC-12550101,Consumer,Lima,Lima (city),Peru,South America,LATAM,OFF-ST-4267,Office Supplies,Storage,"Fellowes Lockers, Industrial",249.37,3,0.4,-157.97,66.161,High
MX-2012-CC1255039-40984,3,16/03/2012,17/03/2012,First Class,CC-1255039,Consumer,Mejicanos,San Salvador,El Salvador,Central America,LATAM,TEC-MA-4207,Technology,Machines,"Epson Printer, White",348.04,2,0,149.64,46.387,High
ES-2015-CC1255045-42127,5,03/05/2015,08/05/2015,Standard Class,CC-1255045,Consumer,Amiens,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,OFF-ST-4268,Office Supplies,Storage,"Fellowes Lockers, Single Width",559.87,3,0.1,43.54,41.33,Medium
IN-2012-CC125507-41194,10,12/10/2012,16/10/2012,Standard Class,CC-125507,Consumer,Cairns,Queensland,Australia,Oceania,Asia Pacific,TEC-CO-3587,Technology,Copiers,"Brother Copy Machine, Color",316.48,2,0.4,-126.62,39.05,High
IN-2012-CC125507-41194,10,12/10/2012,16/10/2012,Standard Class,CC-125507,Consumer,Cairns,Queensland,Australia,Oceania,Asia Pacific,TEC-PH-5247,Technology,Phones,"Motorola Audio Dock, Full Size",523.98,5,0.4,-139.77,38.87,High
AG-2015-CL25653-42164,6,09/06/2015,13/06/2015,Standard Class,CL-25653,Consumer,Saida,Saida,Algeria,North Africa,Africa,OFF-AP-4963,Office Supplies,Appliances,"KitchenAid Refrigerator, White",1052.16,2,0,526.08,147.79,High
CM-2012-CL256522-41079,6,19/06/2012,19/06/2012,Same Day,CL-256522,Consumer,Yaounde,Centre,Cameroon,Central Africa,Africa,TEC-MA-5497,Technology,Machines,"Okidata Card Printer, Durable",351.9,2,0,28.14,104.28,Critical
IT-2014-CL12565124-41954,11,11/11/2014,16/11/2014,Second Class,CL-12565124,Consumer,Stockholm,Stockholm,Sweden,Northern Europe,Europe,FUR-TA-5062,Furniture,Tables,"Lesro Round Table, Adjustable Height",953.82,7,0.7,-1557.99,58.39,Medium
IT-2015-CL1256545-42326,11,18/11/2015,20/11/2015,Second Class,CL-1256545,Consumer,Pantin,Ile-de-France,France,Western Europe,Europe,OFF-ST-6049,Office Supplies,Storage,"Smead Lockers, Wire Frame",710.96,4,0.1,-7.96,58.32,Medium
IN-2014-CL1256527-41941,10,29/10/2014,03/11/2014,Second Class,CL-1256527,Consumer,Harbin,Heilongjiang,China,Eastern Asia,Asia Pacific,OFF-SU-4996,Office Supplies,Supplies,"Kleencut Trimmer, Steel",408.3,10,0,16.2,55.76,High
ES-2015-CL1256548-42364,12,26/12/2015,01/01/2016,Standard Class,CL-1256548,Consumer,Dortmund,North Rhine-Westphalia,Germany,Western Europe,Europe,TEC-CO-3591,Technology,Copiers,"Brother Fax and Copier, Color",385.86,2,0,92.58,53.77,Low
ES-2012-CL1256548-40948,2,09/02/2012,09/02/2012,Same Day,CL-1256548,Consumer,Frankfurt,Hesse,Germany,Western Europe,Europe,OFF-AR-3493,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Fluorescent",133.35,5,0,5.25,51.62,Critical
MX-2012-CL1256531-41188,10,06/10/2012,09/10/2012,Second Class,CL-1256531,Consumer,Cienfuegos,Cienfuegos,Cuba,Caribbean,LATAM,TEC-PH-3130,Technology,Phones,"Apple Audio Dock, with Caller ID",333.78,3,0,83.4,48.243,High
AG-2015-CL25653-42164,6,09/06/2015,13/06/2015,Standard Class,CL-25653,Consumer,Saida,Saida,Algeria,North Africa,Africa,FUR-CH-5395,Furniture,Chairs,"Novimex Rocking Chair, Black",516,4,0,61.92,46.75,High
IN-2014-CL1256527-42000,12,27/12/2014,27/12/2014,Same Day,CL-1256527,Consumer,Puyang,Henan,China,Eastern Asia,Asia Pacific,OFF-AR-5904,Office Supplies,Art,"Sanford Canvas, Fluorescent",155.34,3,0,48.15,37.47,Critical
ES-2015-CL1256548-42364,12,26/12/2015,01/01/2016,Standard Class,CL-1256548,Consumer,Dortmund,North Rhine-Westphalia,Germany,Western Europe,Europe,FUR-FU-4041,Furniture,Furnishings,"Eldon Door Stop, Duo Pack",251.1,5,0,77.7,33.78,Low
ID-2012-CR12580144-41132,8,11/08/2012,14/08/2012,Second Class,CR-12580144,Home Office,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeastern Asia,Asia Pacific,TEC-CO-4570,Technology,Copiers,"Hewlett Copy Machine, Laser",1161.2,7,0.37,-147.52,205.96,High
IN-2014-CR12580144-41871,8,20/08/2014,27/08/2014,Standard Class,CR-12580144,Home Office,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeastern Asia,Asia Pacific,TEC-PH-3145,Technology,Phones,"Apple Signal Booster, VoIP",1361.93,12,0.17,49.01,150.25,Medium
EG-2015-CR258038-42335,11,27/11/2015,03/12/2015,Standard Class,CR-258038,Home Office,Alexandria,Al Iskandariyah,Egypt,North Africa,Africa,FUR-TA-4705,Furniture,Tables,"Hon Training Table, Adjustable Height",2679.12,8,0,1098.24,147.34,Medium
ES-2015-CR1258064-42148,5,24/05/2015,29/05/2015,Standard Class,CR-1258064,Home Office,Lecce,Apulia,Italy,Southern Europe,Europe,OFF-AP-3868,Office Supplies,Appliances,"Cuisinart Refrigerator, Black",1486.53,3,0,624.33,88.85,Medium
IN-2013-CR125807-41607,11,29/11/2013,01/12/2013,Second Class,CR-125807,Home Office,Queanbeyan,New South Wales,Australia,Oceania,Asia Pacific,OFF-SU-4995,Office Supplies,Supplies,"Kleencut Trimmer, Serrated",343.17,10,0.1,11.37,66.31,Critical
ES-2014-CR12580139-41922,10,10/10/2014,13/10/2014,Second Class,CR-12580139,Home Office,Wakefield,England,United Kingdom,Northern Europe,Europe,FUR-BO-4855,Furniture,Bookcases,"Ikea Corner Shelving, Traditional",369.18,3,0,140.22,53.78,Medium
IR-2015-CR258060-42088,3,25/03/2015,29/03/2015,Standard Class,CR-258060,Home Office,Mashhad,Razavi Khorasan,Iran,Southern Asia,Asia Pacific,TEC-MA-6145,Technology,Machines,"StarTech Phone, White",145.86,2,0,59.76,34.26,High
IN-2014-CK1259592-41929,10,17/10/2014,19/10/2014,Second Class,CK-1259592,Consumer,Taupo,Waikato,New Zealand,Oceania,Asia Pacific,FUR-BO-4851,Furniture,Bookcases,"Ikea Classic Bookcase, Traditional",823.5,2,0,172.92,260.6,Critical
IN-2014-CK1259592-41929,10,17/10/2014,19/10/2014,Second Class,CK-1259592,Consumer,Taupo,Waikato,New Zealand,Oceania,Asia Pacific,TEC-CO-3689,Technology,Copiers,"Canon Fax Machine, Laser",636.78,2,0,286.5,203.2,Critical
ES-2014-CK1259545-41754,4,25/04/2014,30/04/2014,Second Class,CK-1259545,Consumer,Cachan,Ile-de-France,France,Western Europe,Europe,OFF-ST-5703,Office Supplies,Storage,"Rogers Lockers, Wire Frame",1327.35,7,0.1,221.07,171.99,Medium
IN-2014-CK1259559-41678,2,08/02/2014,14/02/2014,Standard Class,CK-1259559,Consumer,Jakarta,Jakarta,Indonesia,Southeastern Asia,Asia Pacific,TEC-CO-3587,Technology,Copiers,"Brother Copy Machine, Color",1226.34,5,0.07,118.59,130.25,Low
IN-2014-CK1259559-41678,2,08/02/2014,14/02/2014,Standard Class,CK-1259559,Consumer,Jakarta,Jakarta,Indonesia,Southeastern Asia,Asia Pacific,FUR-BO-5941,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Mobile",629.42,4,0.07,223.34,110.85,Low
ES-2014-CK1259545-41754,4,25/04/2014,30/04/2014,Second Class,CK-1259545,Consumer,Cachan,Ile-de-France,France,Western Europe,Europe,TEC-MA-5546,Technology,Machines,"Panasonic Inkjet, Durable",796.14,3,0.15,46.8,75.39,Medium
IN-2015-CK125957-42241,8,25/08/2015,29/08/2015,Standard Class,CK-125957,Consumer,Mandurah,Western Australia,Australia,Oceania,Asia Pacific,FUR-BO-3903,Furniture,Bookcases,"Dania Library with Doors, Pine",982.13,3,0.1,87.26,60.7,Medium
IT-2012-CK1259548-41263,12,20/12/2012,24/12/2012,Standard Class,CK-1259548,Consumer,Dortmund,North Rhine-Westphalia,Germany,Western Europe,Europe,OFF-ST-6049,Office Supplies,Storage,"Smead Lockers, Wire Frame",1244.19,7,0.1,-13.92,56.69,High
IR-2014-CK259560-41754,4,25/04/2014,29/04/2014,Standard Class,CK-259560,Consumer,Hamadan,Hamadan,Iran,Southern Asia,Asia Pacific,OFF-AP-3566,Office Supplies,Appliances,"Breville Coffee Grinder, Black",367.74,6,0,128.7,54.35,High
IN-2014-CK1259559-41678,2,08/02/2014,14/02/2014,Standard Class,CK-1259559,Consumer,Jakarta,Jakarta,Indonesia,Southeastern Asia,Asia Pacific,FUR-BO-5786,Furniture,Bookcases,"Safco Library with Doors, Mobile",364.85,1,0.07,90.23,38.55,Low
IN-2014-CK125957-41985,12,12/12/2014,13/12/2014,First Class,CK-125957,Consumer,Wollongong,New South Wales,Australia,Oceania,Asia Pacific,FUR-BO-3907,Furniture,Bookcases,"Dania Stackable Bookrack, Traditional",326.84,3,0.1,123.44,38.27,High
US-2014-CK1259555-41811,6,21/06/2014,26/06/2014,Second Class,CK-1259555,Consumer,Tegucigalpa,Francisco Morazán,Honduras,Central America,LATAM,TEC-CO-4792,Technology,Copiers,"HP Wireless Fax, Laser",574.41,4,0.402,-251.75,34.914,Medium
IN-2015-CK125957-42241,8,25/08/2015,29/08/2015,Standard Class,CK-125957,Consumer,Mandurah,Western Australia,Australia,Oceania,Asia Pacific,OFF-AP-4747,Office Supplies,Appliances,"Hoover Toaster, Red",602.21,8,0.1,213.89,34.21,Medium
IT-2013-CC1261048-41289,1,15/01/2013,17/01/2013,First Class,CC-1261048,Corporate,Iserlohn,North Rhine-Westphalia,Germany,Western Europe,Europe,OFF-AP-4497,Office Supplies,Appliances,"Hamilton Beach Microwave, Black",2283.71,9,0.1,-0.22,337.07,High
IN-2012-CC1261027-41105,7,15/07/2012,19/07/2012,Standard Class,CC-1261027,Corporate,Ninghai,Shandong,China,Eastern Asia,Asia Pacific,FUR-BO-3646,Furniture,Bookcases,"Bush Stackable Bookrack, Mobile",1729.14,14,0,483.84,164.33,Medium
IN-2015-CC1261027-42059,2,24/02/2015,28/02/2015,Standard Class,CC-1261027,Corporate,Luoyang,Guangdong,China,Eastern Asia,Asia Pacific,TEC-CO-4588,Technology,Copiers,"Hewlett Personal Copier, High-Speed",997.29,7,0,9.87,102.62,Medium
IN-2015-CC126107-42353,12,15/12/2015,20/12/2015,Standard Class,CC-126107,Corporate,Melbourne,Victoria,Australia,Oceania,Asia Pacific,FUR-CH-5453,Furniture,Chairs,"Office Star Steel Folding Chair, Set of Two",591.95,7,0.1,216.89,100.22,High
ES-2013-CC1261045-41495,8,09/08/2013,09/08/2013,Same Day,CC-1261045,Corporate,Mulhouse,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe,FUR-BO-5768,Furniture,Bookcases,"Safco Corner Shelving, Metal",670.14,5,0.1,111.69,94.88,High
IT-2013-CC1261048-41289,1,15/01/2013,17/01/2013,First Class,CC-1261048,Corporate,Iserlohn,North Rhine-Westphalia,Germany,Western Europe,Europe,FUR-CH-4702,Furniture,Chairs,"Hon Swivel Stool, Black",435.29,3,0.1,86.99,78.08,High
MX-2012-CC1261018-41238,11,25/11/2012,30/11/2012,Standard Class,CC-1261018,Corporate,Chapecó,Santa Catarina,Brazil,South America,LATAM,OFF-AP-4745,Office Supplies,Appliances,"Hoover Stove, White",1133.22,3,0,532.56,76.936,Medium
IN-2013-CC1261027-41286,1,12/01/2013,16/01/2013,Standard Class,CC-1261027,Corporate,Nantong,Jiangsu,China,Eastern Asia,Asia Pacific,FUR-CH-4564,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",547.11,3,0,185.94,65.25,High
PL-2015-CC2610103-42025,1,21/01/2015,23/01/2015,First Class,CC-2610103,Corporate,Myslowice,Silesia,Poland,Eastern Europe,Europe,TEC-MA-5012,Technology,Machines,"Konica Phone, White",338.4,4,0,118.44,50.1,Medium
US-2015-CC1261018-42281,10,04/10/2015,09/10/2015,Standard Class,CC-1261018,Corporate,São Paulo,São Paulo,Brazil,South America,LATAM,FUR-TA-3417,Furniture,Tables,"Bevis Computer Table, Adjustable Height",524.9,2,0.2,-124.66,46.475,Medium
ES-2015-CC1261048-42232,8,16/08/2015,19/08/2015,Second Class,CC-1261048,Corporate,Recklinghausen,North Rhine-Westphalia,Germany,Western Europe,Europe,OFF-AR-3528,Office Supplies,Art,"Boston Canvas, Water Color",284.1,5,0,42.6,38.76,Medium
ID-2014-CR126257-41878,8,27/08/2014,29/08/2014,Second Class,CR-126257,Home Office,Brisbane,Queensland,Australia,Oceania,Asia Pacific,FUR-BO-5763,Furniture,Bookcases,"Safco Classic Bookcase, Traditional",2760.35,7,0.1,-214.73,475.34,High
RS-2015-CR2625108-42230,8,14/08/2015,16/08/2015,Second Class,CR-2625108,Home Office,Astrakhan',Astrakhan',Russia,Eastern Europe,Europe,FUR-BO-5950,Furniture,Bookcases,"Sauder Classic Bookcase, Pine",3498.72,8,0,594.72,410.05,Medium
IN-2014-CR126257-41928,10,16/10/2014,18/10/2014,First Class,CR-126257,Home Office,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,TEC-PH-3149,Technology,Phones,"Apple Smart Phone, with Caller ID",766.87,2,0.4,114.97,250.36,High
IN-2014-CR126257-41928,10,16/10/2014,18/10/2014,First Class,CR-126257,Home Office,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,FUR-CH-5454,Furniture,Chairs,"Office Star Swivel Stool, Adjustable",952.72,9,0.4,-428.87,198.02,High
IN-2013-CR1262558-41613,12,05/12/2013,10/12/2013,Standard Class,CR-1262558,Home Office,Pune,Maharashtra,India,Southern Asia,Asia Pacific,FUR-CH-5442,Furniture,Chairs,"Office Star Executive Leather Armchair, Black",1869.72,4,0,878.76,169.79,High
IN-2014-CR1262558-41939,10,27/10/2014,29/10/2014,Second Class,CR-1262558,Home Office,Surat,Gujarat,India,Southern Asia,Asia Pacific,FUR-BO-5787,Furniture,Bookcases,"Safco Library with Doors, Pine",1564.56,4,0,172.08,160.28,High
MX-2012-CR1262518-41052,5,23/05/2012,27/05/2012,Standard Class,CR-1262518,Home Office,São Paulo,São Paulo,Brazil,South America,LATAM,TEC-PH-3148,Technology,Phones,"Apple Smart Phone, Full Size",850,2,0,119,94.056,Medium
ID-2012-CR12625118-41119,7,29/07/2012,01/08/2012,Second Class,CR-12625118,Home Office,Seoul,Seoul,South Korea,Eastern Asia,Asia Pacific,OFF-ST-4269,Office Supplies,Storage,"Fellowes Lockers, Wire Frame",619.2,6,0.5,-223.02,87.75,High
ID-2015-CR1262559-42053,2,18/02/2015,21/02/2015,First Class,CR-1262559,Home Office,Surabaya,Jawa Timur,Indonesia,Southeastern Asia,Asia Pacific,TEC-AC-5897,Technology,Accessories,"SanDisk Router, USB",951.84,7,0.47,35.82,83.79,Medium
MX-2015-CR1262582-42326,11,18/11/2015,22/11/2015,Second Class,CR-1262582,Home Office,San Luis Potosí,San Luis Potosí,Mexico,Central America,LATAM,TEC-PH-5248,Technology,Phones,"Motorola Audio Dock, VoIP",693.84,6,0,0,54.785,Medium
IN-2012-CR12625102-41086,6,26/06/2012,28/06/2012,First Class,CR-12625102,Home Office,Manila,National Capital,Philippines,Southeastern Asia,Asia Pacific,TEC-PH-3815,Technology,Phones,"Cisco Speaker Phone, Cordless",317.99,3,0.25,16.94,36.33,High
ID-2015-CR1262559-42053,2,18/02/2015,21/02/2015,First Class,CR-1262559,Home Office,Surabaya,Jawa Timur,Indonesia,Southeastern Asia,Asia Pacific,FUR-CH-5455,Furniture,Chairs,"Office Star Swivel Stool, Black",250.4,2,0.27,47.96,35.98,Medium
ID-2015-CR1262559-42053,2,18/02/2015,21/02/2015,First Class,CR-1262559,Home Office,Surabaya,Jawa Timur,Indonesia,Southeastern Asia,Asia Pacific,TEC-CO-4772,Technology,Copiers,"HP Fax and Copier, Laser",160.79,1,0.07,29.39,32.78,Medium
US-2012-Co12640143-41079,6,19/06/2012,21/06/2012,First Class,Co-12640143,Consumer,Carora,Lara,Venezuela,South America,LATAM,TEC-PH-5840,Technology,Phones,"Samsung Smart Phone, Full Size",764.93,3,0.4,-306.01,176.178,Critical
IN-2014-Co1264066-41833,7,13/07/2014,15/07/2014,First Class,Co-1264066,Consumer,Tokyo,Tokyo,Japan,Eastern Asia,Asia Pacific,FUR-BO-4867,Furniture,Bookcases,"Ikea Stackable Bookrack, Traditional",612.9,5,0,177.6,110.14,High
IN-2014-Co1264066-41833,7,13/07/2014,15/07/2014,First Class,Co-1264066,Consumer,Tokyo,Tokyo,Japan,Eastern Asia,Asia Pacific,FUR-CH-5379,Furniture,Chairs,"Novimex Executive Leather Armchair, Black",457.95,1,0,13.71,81.4,High
ES-2012-Co12640139-41165,9,13/09/2012,13/09/2012,Same Day,Co-12640139,Consumer,Worcester,England,United Kingdom,Northern Europe,Europe,OFF-AR-5920,Office Supplies,Art,"Sanford Markers, Water Color",317.16,12,0,28.44,79.23,High
IN-2015-Co1264027-42334,11,26/11/2015,27/11/2015,First Class,Co-1264027,Consumer,Xi'an,Shaanxi,China,Eastern Asia,Asia Pacific,FUR-CH-5367,Furniture,Chairs,"Novimex Bag Chairs, Black",304.71,7,0,2.94,76.05,Critical
IN-2015-Co1264058-42326,11,18/11/2015,22/11/2015,Standard Class,Co-1264058,Consumer,Bangalore,Karnataka,India,Southern Asia,Asia Pacific,TEC-PH-3807,Technology,Phones,"Cisco Smart Phone, with Caller ID",654.24,1,0,268.23,60.28,Medium
IN-2015-Co1264027-42280,10,03/10/2015,09/10/2015,Standard Class,Co-1264027,Consumer,Zhuzhou,Hunan,China,Eastern Asia,Asia Pacific,FUR-CH-5454,Furniture,Chairs,"Office Star Swivel Stool, Adjustable",705.72,4,0,91.68,50.87,Medium
ES-2012-Co12640139-41147,8,26/08/2012,01/09/2012,Standard Class,Co-12640139,Consumer,Birmingham,England,United Kingdom,Northern Europe,Europe,TEC-AC-5134,Technology,Accessories,"Logitech Router, Bluetooth",370.98,3,0.5,-311.67,49.88,Low
IN-2013-Co126407-41620,12,12/12/2013,16/12/2013,Standard Class,Co-126407,Consumer,Caloundra,Queensland,Australia,Oceania,Asia Pacific,OFF-ST-6033,Office Supplies,Storage,"Smead File Cart, Single Width",346.76,3,0.1,123.29,47.39,High
MX-2012-Co1264018-41012,4,13/04/2012,18/04/2012,Standard Class,Co-1264018,Consumer,Porto Alegre,Rio Grande do Sul,Brazil,South America,LATAM,FUR-BO-4865,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile",250.2,3,0,80.04,44.911,High
MX-2014-Co1264082-41705,3,07/03/2014,09/03/2014,Second Class,Co-1264082,Consumer,Toluca,México,Mexico,Central America,LATAM,TEC-AC-4156,Technology,Accessories,"Enermax Keyboard, Erganomic",270.9,5,0,27,39.54,High
IN-2013-Co1264027-41508,8,22/08/2013,29/08/2013,Standard Class,Co-1264027,Consumer,Ezhou,Hubei,China,Eastern Asia,Asia Pacific,FUR-BO-5955,Furniture,Bookcases,"Sauder Corner Shelving, Traditional",294.6,2,0,106.02,36.82,Low
IN-2015-Co1264058-42326,11,18/11/2015,22/11/2015,Standard Class,Co-1264058,Consumer,Bangalore,Karnataka,India,Southern Asia,Asia Pacific,OFF-EN-3663,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Set of 50",379.44,8,0,174.48,34.72,Medium
ES-2013-Co1264045-41637,12,29/12/2013,01/01/2014,First Class,Co-1264045,Consumer,Marseille,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,OFF-ST-4284,Office Supplies,Storage,"Fellowes Shelving, Single Width",364.58,7,0.1,64.7,32.83,Medium
IT-2012-CM1265545-41218,11,05/11/2012,07/11/2012,First Class,CM-1265545,Home Office,Laval,Pays de la Loire,France,Western Europe,Europe,TEC-MA-5007,Technology,Machines,"Konica Inkjet, White",1320.01,5,0.15,357.16,390.2,Critical
IT-2015-CM12655124-42042,2,07/02/2015,14/02/2015,Standard Class,CM-12655124,Home Office,Stockholm,Stockholm,Sweden,Northern Europe,Europe,FUR-BO-5948,Furniture,Bookcases,"Sauder Classic Bookcase, Metal",2830.43,13,0.5,-1981.4,165.22,Medium
US-2015-CM12655143-42185,6,30/06/2015,03/07/2015,First Class,CM-12655143,Home Office,Puerto La Cruz,Anzoátegui,Venezuela,South America,LATAM,FUR-TA-5060,Furniture,Tables,"Lesro Conference Table, with Bottom Storage",514.55,3,0.7,-720.37,105.383,High
IN-2013-CM1265559-41535,9,18/09/2013,20/09/2013,First Class,CM-1265559,Home Office,Depok,Yogyakarta,Indonesia,Southeastern Asia,Asia Pacific,FUR-CH-5440,Furniture,Chairs,"Office Star Chairmat, Set of Two",347.84,7,0.27,47.54,82.3,High
US-2014-CM1265536-41791,6,01/06/2014,03/06/2014,Second Class,CM-1265536,Home Office,Santiago de los Caballeros,Santiago,Dominican Republic,Caribbean,LATAM,FUR-CH-4564,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",680.85,7,0.2,-59.61,73.181,High
BU-2014-CM265519-41731,4,02/04/2014,04/04/2014,First Class,CM-265519,Home Office,Plovdiv,Plovdiv,Bulgaria,Eastern Europe,Europe,OFF-FA-5483,Office Supplies,Fasteners,"OIC Staples, Metal",114.6,10,0,46.8,38.95,Critical
IT-2012-CM1265545-41218,11,05/11/2012,07/11/2012,First Class,CM-1265545,Home Office,Laval,Pays de la Loire,France,Western Europe,Europe,FUR-CH-5408,Furniture,Chairs,"Novimex Steel Folding Chair, Red",148.01,2,0.1,54.23,37.92,Critical
UP-2015-CM2655137-42222,8,06/08/2015,07/08/2015,First Class,CM-2655137,Home Office,L'viv,L'viv,Ukraine,Eastern Europe,Europe,FUR-BO-5948,Furniture,Bookcases,"Sauder Classic Bookcase, Metal",435.45,1,0,65.31,34.82,High
ES-2013-CC1267064-41534,9,17/09/2013,19/09/2013,First Class,CC-1267064,Consumer,Florence,Tuscany,Italy,Southern Europe,Europe,TEC-MA-5017,Technology,Machines,"Konica Printer, Wireless",803.52,5,0.4,-495.63,223.78,High
LE-2014-CC267071-41648,1,09/01/2014,09/01/2014,Same Day,CC-267071,Consumer,Beirut,Beirut,Lebanon,Western Asia,Asia Pacific,TEC-MA-5546,Technology,Machines,"Panasonic Inkjet, Durable",624.42,2,0,124.86,195.23,Critical
IN-2012-CC126707-41203,10,21/10/2012,27/10/2012,Standard Class,CC-126707,Consumer,Lismore,New South Wales,Australia,Oceania,Asia Pacific,OFF-ST-4079,Office Supplies,Storage,"Eldon Lockers, Industrial",1249.86,7,0.1,444.3,128.26,Low
IT-2015-CC1267045-42353,12,15/12/2015,17/12/2015,Second Class,CC-1267045,Consumer,Oyonnax,Auvergne-Rhône-Alpes,France,Western Europe,Europe,TEC-AC-5203,Technology,Accessories,"Memorex Memory Card, Bluetooth",306.81,3,0,64.35,74.58,Critical
ID-2013-CC1267097-41617,12,09/12/2013,09/12/2013,Same Day,CC-1267097,Consumer,Sargodha,Punjab,Pakistan,Southern Asia,Asia Pacific,OFF-AP-4965,Office Supplies,Appliances,"KitchenAid Stove, Red",1140.3,4,0.5,-638.58,62.34,High
IN-2013-CC12670144-41593,11,15/11/2013,17/11/2013,Second Class,CC-12670144,Consumer,Hanoi,Thủ Dô Hà Nội,Vietnam,Southeastern Asia,Asia Pacific,TEC-CO-6005,Technology,Copiers,"Sharp Personal Copier, Color",229.52,3,0.37,3.62,58.15,Critical
US-2014-CC12670101-41808,6,18/06/2014,24/06/2014,Standard Class,CC-12670101,Consumer,Chincha Alta,Ica,Peru,South America,LATAM,TEC-CO-4789,Technology,Copiers,"HP Wireless Fax, Color",576.71,4,0.402,-50.17,44.075,Medium
IN-2013-CC126707-41403,5,09/05/2013,13/05/2013,Standard Class,CC-126707,Consumer,Newcastle,New South Wales,Australia,Oceania,Asia Pacific,FUR-CH-4632,Furniture,Chairs,"Hon Chairmat, Red",249.89,5,0.1,41.54,36.97,High
IN-2013-CC1268558-41619,12,11/12/2013,15/12/2013,Standard Class,CC-1268558,Consumer,Vijayawada,Andhra Pradesh,India,Southern Asia,Asia Pacific,TEC-PH-3805,Technology,Phones,"Cisco Smart Phone, Cordless",1302.96,2,0,182.4,234.15,High
SF-2015-CC2685117-42238,8,22/08/2015,26/08/2015,Standard Class,CC-2685117,Consumer,George,Western Cape,South Africa,Southern Africa,Africa,FUR-TA-3421,Furniture,Tables,"Bevis Conference Table, Rectangular",1842.66,2,0,884.46,130.25,Medium
ES-2014-CC126858-41973,11,30/11/2014,04/12/2014,Standard Class,CC-126858,Consumer,Linz,Upper Austria,Austria,Western Europe,Europe,OFF-ST-6264,Office Supplies,Storage,"Tenex Lockers, Wire Frame",1828.98,9,0,566.73,113.75,Medium
ID-2013-CC126857-41572,10,25/10/2013,29/10/2013,Standard Class,CC-126857,Consumer,Brisbane,Queensland,Australia,Oceania,Asia Pacific,TEC-CO-3687,Technology,Copiers,"Canon Fax Machine, Digital",1431.14,5,0.1,-127.22,110.6,Medium
ES-2013-CC1268548-41591,11,13/11/2013,16/11/2013,Second Class,CC-1268548,Consumer,Berlin,Berlin,Germany,Western Europe,Europe,OFF-ST-6247,Office Supplies,Storage,"Tenex File Cart, Industrial",643.82,6,0.2,-8.14,72.37,High
